Datetime,Adj Close,Close,High,Low,Open,Volume
2026-08-20 04:00:00+00:00,98.86299896240234,98.86299896240234,98.87000274658203,98.79299926757812,98.80699920654297,0
2026-08-20 05:00:00+00:00,98.8479995727539,98.8479995727539,98.89600372314453,98.83699798583984,98.86199951171875,0
2026-08-20 06:00:00+00:00,98.73799896240234,98.73799896240234,98.86799621582031,98.73699951171875,98.8479995727539,0
2026-08-20 07:00:00+00:00,98.71800231933594,98.71800231933594,98.81500244140625,98.70800018310547,98.73899841308594,0
2026-08-20 08:00:00+00:00,98.6780014038086,98.6780014038086,98.74299621582031,98.66899871826172,98.71700286865234,0
2026-08-20 09:00:00+00:00,98.60199737548828,98.60199737548828,98.7030029296875,98.5739974975586,98.6780014038086,0
2026-08-20 10:00:00+00:00,98.68099975585938,98.68099975585938,98.70099639892578,98.55699920654297,98.60099792480469,0
2026-08-20 11:00:00+00:00,98.78199768066406,98.78199768066406,98.8010025024414,98.6729965209961,98.68000030517578,0
2026-08-20 12:00:00+00:00,98.7490005493164,98.7490005493164,98.84400177001953,98.73600006103516,98.78099822998047,0
2026-08-20 13:00:00+00:00,98.85199737548828,98.85199737548828,98.85800170898438,98.69599914550781,98.75,0
2026-08-20 14:00:00+00:00,98.80500030517578,98.80500030517578,98.88999938964844,98.78600311279297,98.85099792480469,0
2026-08-20 15:00:00+00:00,98.83699798583984,98.83699798583984,98.89700317382812,98.71499633789062,98.80400085449219,0
2026-08-20 16:00:00+00:00,98.89199829101562,98.89199829101562,98.92900085449219,98.83100128173828,98.83599853515625,0
2026-08-20 17:00:00+00:00,98.89399719238281,98.89399719238281,98.92500305175781,98.88200378417969,98.89399719238281,0
2026-08-20 18:00:00+00:00,98.8949966430664,98.8949966430664,98.93399810791016,98.88300323486328,98.89299774169922,0
2026-08-20 19:00:00+00:00,98.88500213623047,98.88500213623047,98.91400146484375,98.87799835205078,98.89399719238281,0
2026-08-20 20:00:00+00:00,98.87100219726562,98.87100219726562,98.8949966430664,98.86000061035156,98.88500213623047,0
2026-08-20 21:00:00+00:00,98.86799621582031,98.86799621582031,98.87899780273438,98.86000061035156,98.87000274658203,0
2026-08-20 22:00:00+00:00,98.84100341796875,98.84100341796875,98.86799621582031,98.83999633789062,98.86699676513672,0
2026-08-20 23:00:00+00:00,98.78800201416016,98.78800201416016,98.80400085449219,98.78600311279297,98.7979965209961,0
2026-08-21 00:00:00+00:00,98.83100128173828,98.83100128173828,98.83499908447266,98.77100372314453,98.78800201416016,0
2026-08-21 01:00:00+00:00,98.76699829101562,98.76699829101562,98.83499908447266,98.74600219726562,98.83100128173828,0
2026-08-21 02:00:00+00:00,98.7300033569336,98.7300033569336,98.79000091552734,98.68800354003906,98.76699829101562,0
2026-08-21 03:00:00+00:00,98.74500274658203,98.74500274658203,98.76899719238281,98.71099853515625,98.72799682617188,0
2026-08-21 04:00:00+00:00,98.75599670410156,98.75599670410156,98.7750015258789,98.73400115966797,98.74700164794922,0
2026-08-21 05:00:00+00:00,98.6989974975586,98.6989974975586,98.7760009765625,98.69100189208984,98.75499725341797,0
2026-08-21 06:00:00+00:00,98.70999908447266,98.70999908447266,98.76799774169922,98.69999694824219,98.70099639892578,0
2026-08-21 07:00:00+00:00,98.75399780273438,98.75399780273438,98.77799987792969,98.68699645996094,98.71099853515625,0
2026-08-21 08:00:00+00:00,98.62100219726562,98.62100219726562,98.76899719238281,98.61799621582031,98.75399780273438,0
2026-08-21 09:00:00+00:00,98.66200256347656,98.66200256347656,98.66200256347656,98.56199645996094,98.62000274658203,0
2026-08-21 10:00:00+00:00,98.65899658203125,98.65899658203125,98.6760025024414,98.58699798583984,98.66300201416016,0
2026-08-21 11:00:00+00:00,98.65499877929688,98.65499877929688,98.68699645996094,98.59100341796875,98.65799713134766,0
2026-08-21 12:00:00+00:00,98.72899627685547,98.72899627685547,98.77999877929688,98.63300323486328,98.65599822998047,0
2026-08-21 13:00:00+00:00,98.76899719238281,98.76899719238281,98.81600189208984,98.71900177001953,98.7300033569336,0
2026-08-21 14:00:00+00:00,98.87899780273438,98.87899780273438,98.91100311279297,98.76899719238281,98.7699966430664,0
2026-08-21 15:00:00+00:00,98.802001953125,98.802001953125,98.89399719238281,98.7979965209961,98.87999725341797,0
2026-08-21 16:00:00+00:00,98.81300354003906,98.81300354003906,98.83200073242188,98.7750015258789,98.802001953125,0
2026-08-21 17:00:00+00:00,98.81800079345703,98.81800079345703,98.8479995727539,98.79399871826172,98.81199645996094,0
2026-08-21 18:00:00+00:00,98.80000305175781,98.80000305175781,98.82099914550781,98.78800201416016,98.81700134277344,0
2026-08-21 19:00:00+00:00,98.83200073242188,98.83200073242188,98.83799743652344,98.7969970703125,98.80000305175781,0
2026-08-21 20:00:00+00:00,98.83899688720703,98.83899688720703,98.85900115966797,98.82499694824219,98.83100128173828,0
2026-08-23 22:00:00+00:00,98.86699676513672,98.86699676513672,98.88700103759766,98.83599853515625,98.85600280761719,0
2026-08-23 23:00:00+00:00,98.80799865722656,98.80799865722656,98.87200164794922,98.80799865722656,98.86699676513672,0
2026-08-24 00:00:00+00:00,98.7750015258789,98.7750015258789,98.81199645996094,98.76200103759766,98.80799865722656,0
2026-08-24 01:00:00+00:00,98.81500244140625,98.81500244140625,98.86000061035156,98.76699829101562,98.77400207519531,0
2026-08-24 02:00:00+00:00,98.81400299072266,98.81400299072266,98.83399963378906,98.78900146484375,98.81400299072266,0
2026-08-24 03:00:00+00:00,98.83499908447266,98.83499908447266,98.8489990234375,98.81300354003906,98.81400299072266,0
2026-08-24 04:00:00+00:00,98.81199645996094,98.81199645996094,98.86900329589844,98.81199645996094,98.83399963378906,0
2026-08-24 05:00:00+00:00,98.83300018310547,98.83300018310547,98.87100219726562,98.81199645996094,98.81199645996094,0
2026-08-24 06:00:00+00:00,98.8759994506836,98.8759994506836,98.89099884033203,98.83200073242188,98.83300018310547,0
2026-08-24 07:00:00+00:00,98.96499633789062,98.96499633789062,98.98100280761719,98.8489990234375,98.87699890136719,0
2026-08-24 08:00:00+00:00,99.00499725341797,99.00499725341797,99.0250015258789,98.96199798583984,98.96499633789062,0
2026-08-24 09:00:00+00:00,98.98799896240234,98.98799896240234,99.01599884033203,98.97200012207031,99.00499725341797,0
2026-08-24 10:00:00+00:00,99.00299835205078,99.00299835205078,99.01200103759766,98.96600341796875,98.98699951171875,0
2026-08-24 11:00:00+00:00,98.97000122070312,98.97000122070312,99.01899719238281,98.91799926757812,99.00399780273438,0
2026-08-24 12:00:00+00:00,98.94599914550781,98.94599914550781,99.00800323486328,98.90599822998047,98.97000122070312,0
2026-08-24 13:00:00+00:00,98.96499633789062,98.96499633789062,98.9800033569336,98.9020004272461,98.94599914550781,0
2026-08-24 14:00:00+00:00,98.98999786376953,98.98999786376953,98.99500274658203,98.927001953125,98.96499633789062,0
2026-08-24 15:00:00+00:00,98.99099731445312,98.99099731445312,99.0,98.92400360107422,98.98999786376953,0
