,Total Return (%),Sharpe Ratio,Max Drawdown (%),Hourly Win Rate (%),Trade Win Rate (%),Profit Factor,Total Trades
RandomForest,45.624129573739204,2.642547695532512,13.82908789631378,52.543786488740615,55.30474040632054,1.5151508527224384,443.0
XGBoost_Reg,118.73852624384185,5.318564053034355,8.615035889732974,54.08673894912427,54.509803921568626,2.2405470965188843,255.0
XGBoost_Clf_Conviction,6.568695329758123,0.6262524719655774,12.869877368023245,54.284002396644695,58.791208791208796,1.1929134309233826,979.0
